0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786754305403295	0	0	0	0.677712956363546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.915951942115552	0	0.717038387682063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984272241593869	0.928465204344849	0	0	0	0.675977562040195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983469054697112	0	0	0	0	0	0	0.810645086114516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813519271640425	0	0	0	0	0	0.638695855800884	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.992309433977083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871860302580136	0
0	0.915951942115552	0	0	0	0	0	0	0	0	0	0	0	0	0.962849659997746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83343930027416	0	0	0.98523724175481	0	0	0	0	0	0	0	0	0	0	0	0.995721449442918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.992309433977083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576682882535748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746339748647439	0	0	0	0	0	0	0.693940486744838	0	0	0	0	0	0.988485043806739	0	0	0	0	0	0	0	0.90995328397996	0	0	0	0
0	0.717038387682063	0	0	0	0	0	0.838346500101689	0	0.801664251364024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.838346500101689	0	0	0.874685364977777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706396732221258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.631076482522943	0	0	0	0.992005753850741	0	0	0	0	0	0.734232013008069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82964777500072	0	0	0	0	0	0	0	0	0	0	0.873665493002954	0	0	0	0	0	0	0	0	0	0	0.880168385371999	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.801664251364024	0.874685364977777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708692761604438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
