ID	Label	Notes	Region_1	Region_2	Region_3	Region_4	Region_5	Region_6	Region_7	Region_8	Region_9	Region_10	Region_11	Region_12	Region_13	Region_14	Region_15	Region_16	Region_17	Region_18	Region_19	Region_20	Region_21	Region_22	Region_23	Region_24	Region_25	Region_26	Region_27	Region_28	Region_29	Region_30	Region_31	Region_32	Region_33	Region_34	Region_35	Region_36	Region_37	Region_38	Region_39	Region_40	Region_41	Region_42	Region_43	Region_44	Region_45	Region_46	Region_47	Region_48	Region_49	Region_50	Region_51	Region_52	Region_53	Region_54	Region_55	Region_56	Region_57	Region_58	Region_59	Region_60	Region_61	Region_62	Region_63	Region_64	Region_65	Region_66	Region_67	Region_68	Region_69	Region_70	Region_71	Region_72	Region_73	Region_74	Region_75	Region_76	Region_77	Region_78	Region_79	Region_80	Region_81	Region_82	Region_83	Region_84	Region_85	Region_86	Region_87	Region_88	Region_89	Region_90	Region_91	Region_92	Region_93	Region_94	Region_95	Region_96	Region_97	Region_98	Region_99	Region_100	Region_101	Region_102	Region_103	Region_104	Region_105	Region_106	Region_107	Region_108	Region_109	Region_110	Region_111	Region_112	Region_113	Region_114	Region_115	Region_116	Region_117	Region_118	Region_119	Region_120	Region_121	Region_122	Region_123	Region_124	Region_125	Region_126	Region_127	Region_128	Region_129	Region_130	Region_131	Region_132	Region_133	Region_134	Region_135	Region_136	Region_137	Region_138	Region_139	Region_140	Region_141	Region_142	Region_143	Region_144	Region_145	Region_146	Region_147	Region_148
sub_1	Label 1	Note 1	3.87753523341699	3.19959009267517	2.6644694096295	3.27771315138528	3.82368418264257	3.13327917657642	3.37224597941362	2.85332810909549	2.4918330234459	2.91405402449912	3.69437111865498	3.37238275874823	3.33898146595221	3.68052812579346	4.99086682868703	4.47002845472184	2.79431338964916	2.97953205312754	3.27072648789912	2.70945947220215	2.69087848391762	3.5451578386646	3.26832824332063	3.02148069212769	2.45180762039042	3.72255736277857	3.46892686839138	3.11176744279193	3.26189877467334	3.1514929367581	2.12660184136521	2.38934122945779	1.8133920190967	2.04938077002814	2.36654848235788	2.79996796765006	2.5585123462427	2.46015307100144	3.22323638488205	4.0141285734687	3.58444035181205	4.80810862924518	4.09371854465289	3.62009878913192	3.18323478698126	4.40831028168142	3.80407796048546	3.18266802368124	4.32775059369453	3.0146646693155	2.85528787714101	3.00090987947384	2.92811795237074	2.92468289901699	2.67567498466594	2.68692424492633	2.98177797741807	2.22965084755735	2.81572138129966	3.09897996487909	3.31520223359738	4.07051328940147	4.48762233778054	4.86648264907475	4.98177362020459	4.90710065035259	4.73318648753928	4.03844925899152	4.57372669556952	4.59917991329048	5.16310367383097	4.96405732256679	4.6140216272291	4.03457579635745	5.28120159698463	4.12492662089272	4.08762209779692	4.56517385561786	4.88206992377977	3.54864628001092	3.80668198110155	4.68895030956042	4.77805538006587	5.50759870625154	2.55648328381075	4.75163376418246	5.54898934778635	4.42469088375321	3.81492106025094	4.03061029617982	3.24565604502686	5.411123162464	3.90917542942112	2.50558703944459	3.62155169036979	4.03726181120612	4.70223546132657	4.61621258689077	2.40190155598364	3.67141908269212	2.71114824464084	4.02074866314756	3.80511795017584	3.08227604478611	2.78608635707749	1.49512260104844	2.27692614435522	2.32490824367868	2.10960425864346	1.62195627003727	0.267480922196799	1.54419513277991	1.69722160170905	1.93470523875533	2.60007244230628	2.43966309701665	2.11656001138172	2.7659462103962	2.47047017128507	3.33524141786237	3.0150424194331	3.03397950344971	2.98938323661656	3.23930712943486	4.00587435059389	3.97253720220106	3.75052178008028	3.2248645031871	3.06788867822695	3.70011371402059	2.96655519187934	2.63345859164995	4.29165773527182	4.54343879525129	4.16112557795188	4.25276576903909	4.09002645125759	4.46331837677956	3.90459693609234	4.0978440656373	4.76672961344002	4.31733457726482	3.72222088775974	3.11698242949543	3.11870419503151	4.24560326349736	4.11841377721128	4.13126138232541
sub_2	Label 2	Note 2	4.20118667496115	3.56836702377113	3.4705380833629	2.74703533228587	4.77641129174037	3.66545836239996	4.46996000246122	4.01513566303776	3.35785814056453	3.21818130441154	3.29791003810875	3.63022552597881	3.79179333378861	3.36752827873352	3.46277163159529	3.05814903267829	4.14548549823062	3.90695822709649	3.89567161006085	3.91119250301894	3.62694831309785	2.8319649545243	2.49572905099562	1.97270029638267	1.95145665617733	1.10471473612412	1.17970178977661	0.969375028249036	0.859831842771542	1.14890821552475	0.707015282885464	1.9505663506884	1.41360767673793	1.93114410595738	2.131083846052	2.38471079742405	2.54325563342365	2.2870783342277	2.42916003471131	2.27131502285191	3.143092696098	2.83655923153642	3.15444221489137	3.00985827770463	3.78398792542898	3.11698548508175	4.22119655659584	4.48365948162981	3.78534274703637	3.71770258258339	4.52166317524789	3.26139626806316	3.85728980662557	3.11581751691015	3.27812602909122	3.6837295999591	3.41162260565332	3.1082237678752	3.7028341183285	4.17171316577078	4.4833363452655	3.81791867534453	3.82697065550228	3.69852504935063	2.48518449201649	4.76602173764627	3.5987191670539	3.43467416322013	3.35134898643458	3.67004444247837	2.04956505356267	4.14590225376414	3.14185893451322	4.9499691491662	4.0270329062697	4.27580953687916	3.51387875695244	3.31414915509175	3.28245071031304	5.1384637444421	4.47560647047234	3.55203653387978	4.64471469549395	3.38277178218008	3.47360261261003	3.84318006873351	3.3817549780371	3.8461635236797	3.40702751208464	1.66160738225159	3.20060303389495	2.86659473129035	3.40331217824465	3.29890314545713	3.17424204202072	3.01056402374049	3.11707479725397	3.19720194603417	2.99781354612461	2.77042500221198	3.18971259974201	3.40617406082725	3.9700849346502	5.48879173258201	4.09243153963276	3.90792811737016	4.49265173231122	3.31365768927975	3.49754853330885	4.00896739964393	4.4924182361639	4.11559854446637	3.62360822399512	4.39547601048024	4.10777564043774	4.12201548714636	4.25351008163399	4.59434810388459	4.62554274228952	5.58544062685254	5.39495813886891	4.94051105430936	4.28367191381894	4.25510929344368	4.52260450038054	4.48182633015972	4.60710962075377	3.87727529069719	2.89998531147204	2.93129083712615	3.59182037335954	3.7296095892754	3.08279528207086	3.03356401595214	2.48119730672227	1.68463896808072	1.35576417503355	2.82391966478489	1.19471733420824	0.918793240404272	1.04980876043608	1.49128460280813	1.54494342950941	1.899086708671	3.02056422259892	3.03741043901882	2.65698197741299	3.55458494906268
sub_3	Label 3	Note 3	2.83458251939496	2.47030444240535	1.80129321719029	2.21714283494913	3.86910106901121	2.23335579410162	3.41452319091464	3.33045237470575	2.04650523990479	2.02112699543022	2.71634965247157	3.00568949440568	2.87781643102744	3.60853215568788	3.22661032755489	2.75940953420405	2.67718902208155	4.91121399976918	5.0808831200429	3.88818850953483	3.94256455037137	4.05972505121668	4.22754245409523	4.59879397713639	4.86735233862643	3.60019564301513	3.45794245656604	3.67493422183679	4.43251484621841	4.33788973541927	4.71398260787406	4.39828102947937	4.89903200035877	5.55476776308581	4.69292970657007	5.7639516413976	5.2244439131684	4.00463172220076	4.37329256333231	3.40648948019939	3.98707144053397	3.40847895273924	3.28338414260798	3.58466831390587	3.06671436650292	3.4990934601093	3.88047238065666	2.80486734013395	2.86382341695668	2.51291708735327	2.62669408812504	2.26068362296072	1.65670311896014	1.39864965662707	1.28275024838214	1.35533793739546	1.33467307399974	1.72928716219745	1.73335834523527	2.11985770040066	2.85723344524716	3.1565212521565	2.6981789826842	2.88398257839843	2.87237917161806	2.83577455702342	3.53051933490321	3.47870360453867	3.31805500255179	2.27582855258615	2.75539256965032	2.99239310400198	3.02783506111883	3.65516292769582	4.09680985830296	2.76520555681313	3.36830017592547	3.38327804825753	4.27297570990607	3.43671240517311	3.98379448663579	2.87096563924191	3.14617031958113	3.9278863914368	4.21288108067602	3.73763048171727	3.27278685391813	2.81981882176037	2.81219693952592	2.11196839841725	3.46810145138758	2.58901031510688	2.18530493903936	1.16954396069875	1.88035211034557	2.00538176468492	3.25471131846289	3.37790769118365	5.22727279054249	3.93297770545449	4.04303379612154	4.74251531355139	4.19896065927428	4.18180149256965	4.99614476679126	4.73247776162296	4.25968544881724	3.56501548370969	2.88881394862802	3.95935503309097	4.23203284340195	3.76793529985851	4.12690402765089	3.88264463045697	4.15399800769436	3.60060250881777	4.60730162101853	4.19205223908808	4.18474851462224	3.00791471397969	2.5297643054201	2.8602235015016	3.05602572640578	3.38961514297631	2.81263099504696	2.27034220524762	2.63093951361316	3.66433815875336	3.21493832897187	5.04787731292706	3.71073945921518	4.14285707963089	4.39041492716055	4.36140091491395	4.49154830999617	4.18576434136805	4.51352003723542	3.52330267230238	3.62346123392722	4.2855885778688	3.88884300556449	4.13932203099453	3.56171650425495	2.94531485647254	3.03076328994208	2.56112087975724	2.67370897746636	2.70295987625914
sub_4	Label 4	Note 4	4.4139116884701	4.73307007086785	4.37433793381843	4.57665336482136	3.3249035874543	4.35886198125877	4.08394069745248	3.11119110709865	3.70691722426265	3.86443860147707	3.2863056865942	3.32626609472342	4.06575677065588	3.76811786745676	3.3583091548017	3.46873110250992	3.31566722405379	2.96709212226697	3.24386053306722	3.12998545643702	2.8446012937987	3.10096701577689	2.3859529320775	2.86966321453404	3.31752001043346	2.79484322982608	2.88676470679748	2.64281256197855	3.07537724061024	3.42362970907813	3.44519190611526	3.70108478493708	3.07910578296408	2.6160317204811	2.8344097448096	3.00560194632169	2.8487371741766	2.32407933184405	3.31137503175133	2.82070760972364	2.17239855656556	2.69116914832782	2.11006516450868	2.30607770711029	2.02036443906918	1.42190931955327	1.60372223880162	1.18008783804779	2.45238058610876	1.75475541072831	0.834416143024283	2.02074216056325	2.36239628716106	3.26903511654752	3.74758513393541	4.67895053634597	3.71647789079198	3.30901586034081	3.63201606107089	4.2325743616234	4.43815085881581	4.78947914128677	4.86425710782911	4.57215148896655	3.17979142654163	3.80717259754838	3.33678763467811	2.68729035489697	3.35682799530178	3.47660258733056	1.86351510748413	1.45203337365997	3.06487629980226	3.91202062860891	4.2615002080212	3.32869743722207	3.87089894104084	3.83892701513202	4.81351519419865	4.6837956521831	4.95047321216592	4.84992214222985	5.9190892131524	4.89960679925236	3.81842210556794	5.27785348074952	4.04207189570807	5.43361721604381	5.21622004050016	3.42479642748104	3.61104668360605	3.94435872580386	4.17220087233763	2.97398746037284	3.75665384110146	4.30039234045202	4.37903873100784	3.08417462655536	4.07861000154882	3.11034415903801	2.16153002870741	3.16887596514446	3.90131035106491	3.79036928957529	2.99416489800439	3.1189608896257	3.49539556227412	3.60196882281707	2.46365323449908	4.05140654072226	3.96315425945837	3.15753782811773	2.05746595439015	2.4378296606874	2.34659235027462	2.12800742271503	2.19244432429237	2.60851891800724	1.8482210217688	2.15083936814504	1.85147930554368	2.68051710657316	3.65081411805882	2.60317135532477	3.76154380270952	3.59743785978313	3.66838551744235	3.91331081952034	3.32678449048936	3.58405394810965	3.24325266674424	2.6197742322101	2.79844057060589	3.64895904288206	3.59249475678238	3.88833181208296	3.89663946156177	3.5789826420757	3.68221626203253	3.27292269513389	4.40175566828841	4.86405150556272	4.10848680937484	3.67471665755259	3.91132487223428	4.32756760480465	3.69082935050828	4.58352254632845
sub_5	Label 5	Note 5	3.2109061867068	2.97107743659156	2.900557052295	2.56292060729219	2.01108588603518	1.43639207367244	2.86997257487486	2.42786583268746	1.8010243468564	1.59521281904747	1.37904517230129	2.39604174234168	2.50398723439099	2.60835767952962	3.1113025619589	2.45901260280033	3.02518728618601	2.85361482140221	3.52033184557162	2.98456747804711	2.69484622118657	2.74382774118129	1.91878000239485	2.30008180856581	2.0689418071453	1.83760991719383	2.1198657504511	2.0496360698931	1.57499479462211	1.79757628524114	1.92460560027676	2.93933226894465	2.90020013538454	3.42762916995897	2.60215238739169	3.0276662000717	2.15873105933536	1.93183888958656	1.78610658654723	2.5972519729998	2.88389190555849	2.84723949156161	2.59681310511822	3.62341650551695	3.20912101681492	3.07687583542288	3.91231119860977	4.69182373865663	4.91933799228927	4.03943115808337	2.48199513326971	3.32123263625222	3.05139988263418	3.81003068074522	3.24453231732809	3.13662617160978	2.31306557761135	2.6619666013904	2.33623600842138	1.26113407117566	2.00364265169272	2.27962706082847	2.59315291098693	3.08111670891818	3.54459581708888	3.05464794363726	3.25483974095387	4.45687308747085	5.15418875490584	4.84110789980928	4.20306015387514	1.80234702469305	3.19889154835431	3.91723238342118	3.16275581259643	4.02736159281321	3.75597699982654	2.82046319914118	3.1632846716998	3.64573191950905	3.4940082292669	3.38830092234921	2.55772500894488	1.14486427579395	2.40707494671386	1.60366263700713	1.21918535937864	2.32065269965428	2.30919237363867	3.22394342192424	1.82575161180367	2.38780153583688	3.08077855386573	4.30679144537972	2.38254834713053	4.41591872867199	2.36318224136703	2.90778710519394	3.15714499146992	1.96661532262931	2.77264364357468	2.17688393831035	1.238961129613	2.39744095810564	2.30225641279625	2.85413098712507	2.27914863084687	1.75904576711272	3.97370689692245	3.76032237181982	3.55384987350333	5.47807596708565	3.49442301821927	4.32734599792224	4.35002024251069	4.795244709123	4.62872390072612	3.84426539341965	3.7455345985148	2.23058916408495	2.85064297168013	2.79603180544631	2.41998873489227	2.42103526300121	2.54422517370682	2.82714238206705	3.02332205061945	3.0261033669877	4.00869249104934	3.89324567040606	3.6220445341566	4.21493818320344	4.57591842519563	5.41875958452437	5.27399085120834	5.35869138704548	5.01288274761268	4.04364019086251	3.2518170964503	2.53505559015569	3.67778817773294	2.92177776406165	2.02791876128636	1.63824790612157	2.0631708413708	1.15440978546422	2.01809647858872	2.15288004860264
sub_6	Label 6	Note 6	2.93805931703487	2.93425153885006	2.63312046925474	1.57557354721048	2.19021460769576	3.97813782411931	3.37160015373915	3.47461617503656	3.39527208562167	3.5166528273143	3.38869220984407	3.31003317944523	3.66902202187576	3.19675549446089	2.1385957325552	2.63545313789348	2.79464774156727	2.54006292368767	2.91134178250082	1.83640937300822	3.56259847723737	3.32341417794413	3.01519088391814	2.41071169248066	3.57219697047381	3.48712972850752	3.84057808605489	3.43876675709446	2.6967319394933	3.10529944555802	1.7045841755752	2.18141132439718	2.01864246703748	1.78725843264038	1.60793866556713	1.2911194774905	1.73580345465233	2.4311118277411	1.91637005784987	2.44128812785604	2.57270991255689	2.41867708815547	3.46478090792922	3.24090015566194	4.90928886966802	4.58553933605445	4.44990050756599	4.6661687863805	5.0511458429813	4.29517672459555	4.12750433127573	4.28579355580447	2.86230170455368	2.03515380510161	1.6835282066947	1.43654351151004	1.27525791705464	1.70516137715869	1.34571422866534	0.923223327724243	1.74978720620981	2.51113200300111	2.81193647690237	2.8599148112736	3.56220667564715	3.11101101799903	4.78427563425088	4.25956377643876	4.10257847851828	4.70199284122398	3.81270259625214	4.39300815696609	4.3621219317524	3.61266078610791	3.10667496890949	3.46053554830231	3.30471767346082	3.06799624444062	2.38143834961099	3.9040738725478	2.86273848825199	3.49150301764806	3.62324441921065	2.33754558668838	2.62108045749627	2.25741633455776	3.099149538912	1.91307498864312	1.31526767108439	2.10403551717985	3.06421107716479	1.41571214522405	1.74254597891631	3.01275605042381	1.55184739179768	1.59462178290412	2.13046580003746	1.6548320058047	2.83905739222764	1.19407630105665	1.32807603309964	0.791791615905556	1.99926966734652	1.29510256864623	1.72918545125082	2.72989995978763	2.76547596541333	2.1623575022563	2.01397281576975	3.30002581610802	4.48852559022588	3.63376087175198	3.55187872339183	2.71266723658188	2.920314662824	3.53189518806646	3.96694981265567	3.88486433946202	3.63764865672816	4.00113294150205	2.65333447906696	2.84007048388799	3.62453058593413	2.72308240594406	2.75971766305171	2.54399482747037	2.43672290873905	2.49210539021123	2.94015672564994	2.99180464708915	2.8698296869718	2.25648591257923	2.63860790725466	2.81514288646645	3.36919156015315	3.37415019659859	3.54222102024962	2.54289584087588	2.7763766665675	3.63744364666002	3.96964915730444	3.58411775830208	3.75856151502725	3.34367793569535	3.41488796917513	2.98645269803522	4.09619532087649	3.49835468352311
sub_7	Label 7	Note 7	2.73326733755118	3.03201052231174	3.44014384003523	3.95982276680622	3.0949606246114	3.13748266918176	4.25484706029368	4.2740479754429	4.25305868089234	3.94916993752368	3.90855495441574	3.23258773120352	4.30127256658999	5.0401875721606	4.65054711465815	4.72918686114413	4.42971391743542	4.40598890705697	4.39444378356269	5.32112617123984	3.17254608371478	2.28574040755086	2.37771255086065	2.59193755029835	2.4238352966042	2.87422636099574	2.79746388300013	3.46898779578329	4.0251063935028	4.05091440313322	4.45981447964801	4.28881138739569	4.75803970559635	4.90560977614283	3.90130213981454	4.65889105935937	4.22661915532567	3.69850314520176	3.46896608278963	3.87163878344144	3.12920068941843	2.75309851373964	2.21137299949398	2.52595512275704	2.03396868375939	1.83570065983594	2.17162889244672	2.70811572194914	2.04562155229661	2.56618587053043	2.55655264355321	2.3796256333978	3.55370029060469	4.08352849800646	4.30658677793845	3.6253684333523	3.93157961627698	3.77189224238685	3.72179017921141	3.37904412252248	3.55840083257247	2.73292940602568	1.86677920434178	1.65321175494315	1.58202010129849	2.61935066205276	2.93738588546382	3.733480564616	2.74666310610949	2.33584906502649	1.7958996346428	3.54997584729073	3.55448113203778	4.12780549952725	2.63709755716272	3.08851353891322	3.53623674250563	3.85835213432335	3.85918287921864	4.90227986073531	4.06790937849779	3.32877166954835	3.60276426223687	3.8921804877478	4.78374631916305	4.13118026401498	3.25780405531839	3.61685716210996	3.79357654788599	4.00360686392353	3.86357514304455	4.75466017118406	3.07928816859142	2.60642541734748	3.13529081512973	4.06155556394112	3.69812531005451	3.70709810204629	2.99361225073928	3.02660408648621	2.87096707655582	3.20707593217794	3.70191555686221	2.6851415581544	3.39510353934605	3.03783240383511	3.15776791830887	4.62216899610129	4.52122979903034	4.48562441336191	3.41364427769183	3.05007671329444	3.57391436161063	2.93021495261652	2.78625092704845	2.23438182667442	1.63085009154397	1.23029080465532	2.18976176514105	1.63621659050905	4.11612332327179	4.23915184048168	3.96646789951441	4.67679335611247	5.43351748759217	4.95960472928508	5.13514742113071	4.2109552843044	4.03103646852179	3.07773142576333	2.61316403151231	1.5987320837844	2.54129234606905	2.88165108352991	3.02101200184103	3.26428161805209	3.11132282500252	3.94405910100719	4.45247827572507	3.60785373382838	4.49382713394394	3.71563863751226	3.28806407728976	3.15159468683025	3.46205731960851	2.49008812768653	2.54766163585903	2.1263041717915
sub_8	Label 8	Note 8	4.10890357326992	3.28839549118887	3.59704547219335	2.43562711317394	3.07455961077344	2.34177515818296	1.25272472193712	2.63630965149179	1.96915895111505	1.67956614080128	1.67606705858051	1.38687841896438	1.33340782100835	1.62688501161574	1.61676733160642	1.86176869853276	2.27695926322303	2.82502881130003	3.71844965869993	2.88825072041508	3.22420436707273	2.57175092042104	3.50359345619232	3.85505011975334	3.79482456107741	2.3841190155111	2.83552973722904	3.02582933865538	3.83941151365884	5.22302025691655	5.37083500857965	4.10085277811711	3.72469503315517	2.8951532643448	3.34129593704647	2.30230677213265	1.51890283673191	0.783753558114959	0.316107225096853	0.780738848972843	1.17692963561148	0.513573687556296	1.77013150637607	1.691112314962	2.49975249053206	2.41432575952477	2.47245222045605	2.22368815190739	2.28104720883205	1.17155571356883	4.21232589683872	3.59806702622636	3.09846310067383	2.39083089613676	2.32706092415298	1.41931132055574	2.49091599331576	3.37390732148613	2.47466318917618	2.6108602133354	2.97614194689549	2.92864671659783	2.99487969947064	3.68499105999822	4.83248988999324	4.15488478298255	4.18230166323098	3.95036626771176	3.90671222813508	4.10807549639968	3.99173171209523	3.58058885108687	1.7740197555566	2.70024834124653	3.2699545640309	3.22290343716962	3.33271339568877	4.34015091723658	4.83758545645608	4.32805074148516	3.58104294295805	4.09888945628898	3.23829334190847	2.81631864953082	2.87234011369247	2.12562382023988	1.81386541392372	1.09356194082021	2.29606097619133	1.90716001789291	2.67955712565441	3.23917733871804	4.32076100684772	4.18111521642441	4.26911874836111	3.81634948396353	2.76335726857141	2.45909458478544	2.24993318110284	2.13953252353852	2.58139861241722	1.54115903237429	2.27222319205198	2.41866959785224	2.72383823616697	3.2701511513685	2.15909402507442	3.38573048372363	2.65153923890842	1.81593465169844	2.81890452683055	2.70295135046571	2.69707305545904	1.94572828128502	1.59271623606631	1.7605648007886	1.66344519226313	2.38155216172041	2.64580433619651	2.63495648584199	2.32883889975563	2.79899807453457	3.39797800220135	3.2719212619307	3.67648902720839	3.85062664055042	3.79839733173718	4.42593961887795	3.23754434697578	3.47814969980061	3.7355887538623	4.00541409432684	4.43634611273086	4.51682777280665	3.93571264206043	3.55089912158486	3.70252519469204	3.97980029547459	3.79614761625129	2.81185226578657	2.59263497098648	1.94882446730062	2.28369622591726	3.00572663168693	3.43985647656991	3.93853175240305	3.75004403541988	3.17312668589185
sub_9	Label 9	Note 9	4.4079527116747	4.11501989987513	4.15094853753699	4.4084882242332	3.56586250828131	3.82557155503309	3.05790282869965	2.43003264717794	2.68717919336473	2.92878430201814	3.20855519023179	2.52268790598113	3.07336575930676	3.00614324447494	2.70252045854138	3.59709839761086	3.27819904909741	2.91996260355241	3.77593850687358	4.13796700225658	4.24391544039774	4.30226468455773	4.53502294467119	3.91678936409107	3.39948427086461	3.72723438733964	3.35638480262995	2.96846586059705	2.87487817604249	1.87664244631933	2.71401257462152	2.27792494643361	2.92945127379143	3.57585393961981	3.32947206953313	4.05732743277344	3.53662466104915	3.05385955767041	3.39997895725028	3.71697339306111	2.38354202545037	2.8599869774791	2.81692299554108	2.9408496961	1.98314534456241	3.00517661971614	3.80281262515134	3.89729797221659	3.32499594457598	4.11045366878882	4.41484175885843	5.0086616853096	5.12298112624977	4.16085448183981	4.25799733703963	4.21383177998916	4.20198246750082	4.09138471964594	3.81554444318049	4.291333183968	3.35610191786368	2.71267315302763	2.90468715379529	2.4834830878065	2.91615698955364	2.03027368860845	3.17779921454257	2.72480579549336	2.41056551375265	1.63599148133769	2.83477639132188	2.44742355605966	3.99029253741922	3.09735812325032	3.17113179181842	2.97549798745208	3.26152893138112	3.25044309838377	3.48911833004767	3.00072325545571	3.00396862271795	2.73481721945911	3.85260386113641	4.83203268036961	4.76191006979489	4.09282253678364	3.85628599836095	4.22834681774992	4.49011386597189	4.59986457629196	2.32284901665639	3.08910014153416	2.24672373593556	1.89529014458701	2.07877910783162	2.69893193957778	3.14689678200836	4.13882573245897	3.21889937938129	4.13116905523026	3.8914254137428	3.98653398773175	3.86309741575752	2.86586446077481	3.74927335315541	1.92895187178474	2.7406076892985	3.06091339304482	3.53664255929451	2.96018992398435	2.61021128635758	2.63310002484971	3.14255171016078	1.55587543829271	2.10794377099012	2.35585790805487	2.65790083350602	1.91022053336101	2.44714445214305	2.73246044498115	4.65149803471438	4.59524506094998	3.66911202802957	5.16433695673572	4.95079719414537	5.45242186960965	5.18224811615553	4.57465938410843	4.41492903819427	4.03917440258531	4.04195334539792	4.76742513064632	2.73924364780514	2.87666755736173	3.36289838194864	4.20857772275124	4.64873038652087	3.58833122021711	5.42005093838771	4.19636123309713	4.21635116217066	4.49903083000043	4.33042578095427	4.0569238666489	3.56346969240539	3.6832030477647	3.78283154888886	3.95665479471654
sub_10	Label 10	Note 10	4.33016260306332	4.54046572999299	4.75651697749205	4.0865587482954	3.84718551159228	4.63865951570344	3.68486988027938	2.8555450303755	4.3317242090647	3.171070253374	3.07913468260761	2.13333381289842	2.07316690923122	2.79119860045036	2.73444091066523	3.48365213827574	3.85576475525893	3.88802464892719	4.38095999235583	3.54179641979672	3.47617503742803	3.01000985332662	2.96688455047147	2.68565807094588	2.39108845017523	1.7735977658041	1.76151191245921	1.89901914241223	2.7317528866482	2.81622024729929	3.34777754928128	3.5499356024209	3.18199478907842	3.54829737428324	3.62992793805129	3.13758062295233	3.22897005195345	3.89127044513356	4.19049551034149	4.33384004317988	4.12743303652466	3.39962913123688	3.45812022214325	3.60390389218325	3.84357720156907	2.79671207221662	2.27476643589257	1.9952204183155	2.88239665490118	2.05063781117102	2.14492976160663	2.70786187119693	2.95436436080418	3.92777068537547	3.77211005543437	4.50423581338543	4.1825849444916	3.80463133984111	3.57297570276594	3.85556555529938	4.27126347204056	3.83723480854115	3.07901494092634	3.54009998470483	2.82928833801343	3.64339898989006	2.27630799173408	1.05706559206783	1.05472836363068	2.39159068990917	1.84384611351709	3.01676246475869	3.02233305785635	1.9191364982287	2.39671585939956	3.32839690121291	4.21096409404102	4.6494597387733	4.38779160629207	3.52028631647557	4.06918087858782	3.23275322812818	3.18589497464233	2.45534102939441	2.70798820450101	2.92791005280773	3.3118605913986	2.17844821480391	2.23768818011441	1.31178764389509	3.06484200376562	3.40601538169091	4.30131292042618	4.58614740206127	3.20834412163918	4.12953173212393	4.06411079162446	3.06402180337622	3.13483164467636	2.51814336799377	3.13194923155081	2.31392807893192	2.94342084151012	2.86896469381928	2.30691049168278	3.20476285692423	2.32151114188622	3.20133342249501	2.69021257150416	3.12088564048308	2.62276910365953	3.65678980772768	3.35854810775052	4.88591630815981	5.00705407860828	5.6914252091661	5.68801201834506	5.38329621300692	5.88657976691012	5.93108144231168	5.74674058674579	6.02151417965834	4.49933492808358	4.58453499661678	4.67296406011861	4.68525542322743	5.61896030987391	5.7488229093127	5.75481713766656	5.55979508912008	5.66663558448542	5.91064866559379	5.37277022651846	4.46323406134046	4.39882523771567	3.61852523263843	2.86484295392678	2.57664389036036	3.19204651326959	2.9903347436532	2.42768244373342	3.17512779074229	3.88653788214799	4.27333414461597	3.98241865783802	4.52822808431341	4.65344241503572	4.70568185119842
